0.611111;0.277778;0.444444;0.444444;0.272727;0.500000;0.402778;0.597222;0.375000;0.625000;0.666667;0.333333;0.750000;0.500000;0.500000;0.500000;0.400000;0.600000;1;0;0
0.166667;0.833333;0.000000;0.444444;0.166667;0.500000;0.470588;0.529412;0.440000;0.560000;0.000000;0.166667;0.000000;0.333333;0.590909;0.409091;0.500000;0.500000;1;0;0
0.222222;0.722222;0.222222;0.777778;0.375000;0.636364;0.428571;0.571429;0.318182;0.681818;0.166667;1.000000;0.000000;0.625000;0.378378;0.621622;0.071429;0.928571;1;0;0
0.611111;0.833333;0.222222;0.666667;0.375000;0.538462;0.453608;0.546392;0.527778;0.472222;0.444444;0.166667;0.454545;0.375000;0.641791;0.358209;0.785714;0.214286;0;1;0
0.555556;0.444444;0.111111;0.777778;0.400000;0.636364;0.541176;0.458824;0.468750;0.531250;0.166667;0.500000;0.428571;0.500000;0.650000;0.350000;0.538462;0.461538;1;0;0
0.444444;0.055556;0.111111;0.000000;0.300000;0.272727;0.373134;0.626866;0.321429;0.678571;0.166667;0.111111;0.400000;0.333333;0.254902;0.745098;0.285714;0.714286;1;0;0
0.944444;0.611111;0.666667;0.222222;0.583333;0.375000;0.487805;0.512195;0.500000;0.500000;0.555556;0.666667;0.625000;0.750000;0.641791;0.358209;0.550000;0.450000;1;0;0
0.888889;0.944444;0.444444;0.444444;0.500000;0.500000;0.533981;0.466019;0.555556;0.444444;0.777778;0.222222;0.700000;0.416667;0.595238;0.404762;0.666667;0.333333;0;0;1
1.000000;0.555556;0.777778;0.444444;0.800000;0.583333;0.443299;0.556701;0.511628;0.488372;1.000000;0.444444;0.875000;0.500000;0.500000;0.500000;0.583333;0.416667;1;0;0
0.222222;0.222222;0.111111;0.333333;0.166667;0.250000;0.545455;0.454545;0.681818;0.318182;0.333333;0.000000;0.444444;0.285714;0.458333;0.541667;0.500000;0.500000;0;0;1
0.111111;0.055556;0.000000;0.444444;0.181818;0.400000;0.447761;0.552239;0.666667;0.333333;0.166667;0.111111;0.250000;0.333333;0.428571;0.571429;0.470588;0.529412;1;0;0
0.722222;0.944444;0.111111;0.666667;0.000000;0.583333;0.527778;0.472222;0.480000;0.520000;0.777778;0.444444;0.750000;0.500000;0.611940;0.388060;0.545455;0.454545;0;1;0
0.500000;0.277778;0.666667;0.666667;0.500000;0.500000;0.512821;0.487179;0.562500;0.437500;0.444444;0.333333;0.444444;0.333333;0.690141;0.309859;0.681818;0.318182;0;1;0
0.333333;0.611111;0.444444;0.444444;0.555556;0.545455;0.573171;0.426829;0.588235;0.411765;0.444444;0.333333;0.555556;0.400000;0.649351;0.350649;0.750000;0.250000;0;0;1
0.833333;0.388889;0.777778;0.666667;0.714286;0.416667;0.616438;0.383562;0.566667;0.433333;0.777778;0.111111;0.666667;0.100000;0.674699;0.325301;0.777778;0.222222;1;0;0
0.666667;0.166667;0.666667;0.000000;0.583333;0.125000;0.464789;0.535211;0.541667;0.458333;0.444444;0.222222;0.600000;0.200000;0.378378;0.621622;0.406250;0.593750;1;0;0
0.555556;0.944444;0.444444;1.000000;0.571429;0.909091;0.454545;0.545455;0.465116;0.534884;0.444444;0.444444;0.583333;0.400000;0.618557;0.381443;0.600000;0.400000;0;1;0
0.388889;0.222222;0.444444;0.333333;0.444444;0.384615;0.485714;0.514286;0.375000;0.625000;0.333333;0.000000;0.363636;0.250000;0.623377;0.376623;0.538462;0.461538;0;1;0
0.333333;0.555556;0.333333;0.333333;0.187500;0.500000;0.253731;0.746269;0.269231;0.730769;0.777778;0.333333;0.857143;0.454545;0.500000;0.500000;0.457143;0.542857;0;0;1
0.166667;0.944444;0.666667;0.666667;0.750000;0.666667;0.511364;0.488636;0.416667;0.583333;0.333333;0.666667;0.200000;0.545455;0.525641;0.474359;0.333333;0.666667;0;0;1
0.055556;1.000000;0.333333;1.000000;0.333333;0.750000;0.408602;0.591398;0.263158;0.736842;0.444444;0.555556;0.333333;0.625000;0.500000;0.500000;0.285714;0.714286;0;0;1
0.444444;0.888889;0.222222;0.111111;0.333333;0.142857;0.388889;0.611111;0.407407;0.592593;0.222222;0.666667;0.416667;0.714286;0.432692;0.567308;0.500000;0.500000;0;0;1
0.833333;0.444444;0.444444;0.444444;0.500000;0.333333;0.453125;0.546875;0.388889;0.611111;1.000000;0.333333;0.777778;0.384615;0.484848;0.515152;0.437500;0.562500;0;1;0
0.944444;0.611111;0.777778;0.222222;0.727273;0.000000;0.436782;0.563218;0.600000;0.400000;1.000000;0.111111;0.777778;0.250000;0.616279;0.383721;0.645161;0.354839;1;0;0
0.611111;0.944444;0.222222;0.777778;0.285714;0.818182;0.459016;0.540984;0.416667;0.583333;0.555556;0.444444;0.571429;0.538462;0.500000;0.500000;0.500000;0.500000;1;0;0
